Pk,Tm,Player,Player2,College,Year,Pro_height,Pro_weight,DOB,PreNBA_height,PreNBA_weight
14,BOS,romeo-langford,romeo-langford,Indiana,2019,76,216,10/25/1999,78,215
15,DET,sekou-doumbouya,sekou-doumbouya,,2019,80,230,12/23/2000,,
16,ORL,chuma-okeke,chuma-okeke,Auburn,2019,78,229,8/18/1998,80,230
17,BRK,nickeil-alexander-walker,nickeil-alexander-walker,Virginia Tech,2019,78,205,9/2/1998,77,205
18,IND,goga-bitadze,goga-bitadze,,2019,83,250,7/20/1999,,
19,SAS,luka-šamanić,luka-samanic,,2019,82,227,1/9/2000,,
20,BOS,matisse-thybulle,matisse-thybulle,Washington,2019,77,200,3/4/1997,77,195
21,OKC,brandon-clarke,brandon-clarke,Gonzaga,2019,80,215,9/19/1996,80,215
22,BOS,grant-williams,grant-williams,Tennessee,2019,78,236,11/30/1998,79,236
23,UTA,darius-bazley,darius-bazley,,2019,80,208,6/12/2000,,
24,PHI,ty-jerome,ty-jerome,Virginia,2019,77,195,7/8/1997,77,195
25,POR,nassir-little,nassir-little,UNC,2019,77,220,2/11/2000,78,220
26,CLE,dylan-windler,dylan-windler,Belmont,2019,78,196,9/22/1996,80,200
27,BRK,mfiondu-kabengele,mfiondu-kabengele,Florida State,2019,81,250,8/14/1997,82,250
28,GSW,jordan-poole,jordan-poole,Michigan,2019,76,194,6/19/1999,77,195
29,SAS,keldon-johnson,keldon-johnson,Kentucky,2019,77,220,10/11/1999,78,211
30,MIL,kevin-porter-jr.,kevin-porter-jr.,USC,2019,76,203,5/4/2000,78,218
31,BRK,nicolas-claxton,nicolas-claxton,Georgia,2019,83,215,4/17/1999,83,220
32,PHO,kz-okpala,kz-okpala,Stanford,2019,80,215,4/28/1999,81,215
33,PHI,carsen-edwards,carsen-edwards,Purdue,2019,71,200,3/12/1998,73,200
34,PHI,bruno-fernando,bruno-fernando,Maryland,2019,81,240,8/15/1998,82,240
35,ATL,didi-louzada,didi-louzada,,2019,77,188,2/7/1999,,
36,CHO,cody-martin,cody-martin,Nevada,2019,77,205,9/28/1995,79,205
37,DAL,deividas-sirvydis,deividas-sirvydis,,2019,80,190,6/10/2000,,
38,CHI,daniel-gafford,daniel-gafford,Arkansas,2019,82,234,10/1/1998,83,233
39,NOP,alen-smailagić,alen-smailagic,,2019,82,215,8/18/2000,,
40,SAC,justin-james,justin-james,Wyoming,2019,79,190,1/24/1997,79,190
41,GSW,eric-paschall,eric-paschall,Villanova,2019,78,255,11/4/1996,80,255
42,PHI,admiral-schofield,admiral-schofield,Tennessee,2019,77,241,3/30/1997,78,241
43,MIN,jaylen-nowell,jaylen-nowell,Washington,2019,76,201,7/9/1999,76,200
44,MIA,bol-bol,bol-bol,Oregon,2019,86,220,11/16/1999,86,235
45,DET,isaiah-roby,isaiah-roby,Nebraska,2019,80,230,2/3/1998,80,230
46,ORL,talen-horton-tucker,talen-horton-tucker,Iowa State,2019,76,234,11/25/2000,76,233
47,SAC,ignas-brazdeikis,ignas-brazdeikis,Michigan,2019,78,221,1/8/1999,79,215
48,LAC,terance-mann,terance-mann,Florida State,2019,77,215,10/18/1996,79,215
49,SAS,quinndary-weatherspoon,quinndary-weatherspoon,Mississippi State,2019,75,205,9/10/1996,76,205
50,IND,jarrell-brantley,jarrell-brantley,College of Charleston,2019,77,250,6/7/1996,79,255
51,BOS,tremont-waters,tremont-waters,LSU,2019,70,175,1/10/1998,71,175
52,CHO,jalen-mcdaniels,jalen-mcdaniels,San Diego State,2019,81,205,1/31/1998,82,195
53,UTA,justin-wright-foreman,justin-wright-foreman,Hofstra,2019,72,190,10/27/1997,74,190
54,PHI,marial-shayok,marial-shayok,Iowa State,2019,77,198,7/26/1995,78,198
55,NYK,kyle-guy,kyle-guy,Virginia,2019,73,167,8/11/1997,74,175
56,LAC,jaylen-hands,jaylen-hands,UCLA,2019,75,180,2/12/1999,75,180
57,NOP,jordan-bone,jordan-bone,Tennessee,2019,74,180,11/5/1997,75,180
58,GSW,miye-oni,miye-oni,Yale,2019,77,206,8/4/1997,78,210
59,TOR,dewan-hernandez,dewan-hernandez,Miami (FL),2019,82,235,12/9/1996,83,235
60,SAC,vanja-marinković,vanja-marinkovic,,2019,78,200,1/9/1997,,
1,MIN,anthony-edwards,anthony-edwards,Georgia,2020,76,225,8/5/2001,77,225
2,GSW,james-wiseman,james-wiseman,Memphis,2020,84,240,3/31/2001,85,240
3,CHO,lamelo-ball,lamelo-ball,,2020,78,180,8/22/2001,,
4,CHI,patrick-williams,patrick-williams,Florida State,2020,79,215,8/26/2001,80,225
5,CLE,isaac-okoro,isaac-okoro,Auburn,2020,77,225,1/26/2001,78,225
6,ATL,onyeka-okongwu,onyeka-okongwu,USC,2020,80,235,12/11/2000,81,245
7,DET,killian-hayes,killian-hayes,,2020,77,195,7/27/2001,,
8,NYK,obi-toppin,obi-toppin,Dayton,2020,81,220,3/4/1998,81,220
9,WAS,deni-avdija,deni-avdija,,2020,81,210,1/3/2001,,
10,PHO,jalen-smith,jalen-smith,Maryland,2020,82,215,3/16/2000,82,225
11,SAS,devin-vassell,devin-vassell,Florida State,2020,77,200,8/23/2000,78,180
12,SAC,tyrese-haliburton,tyrese-haliburton,Iowa State,2020,77,185,2/29/2000,77,175
13,NOP,kira-lewis-jr.,kira-lewis-jr.,Alabama,2020,73,170,4/6/2001,75,165
14,BOS,aaron-nesmith,aaron-nesmith,Vanderbilt,2020,77,215,10/16/1999,78,213
15,ORL,cole-anthony,cole-anthony,UNC,2020,74,185,5/15/2000,75,190
16,POR,isaiah-stewart,isaiah-stewart,Washington,2020,80,250,5/22/2001,81,250
17,MIN,aleksej-pokusevski,aleksej-pokusevski,,2020,84,190,12/26/2001,,
18,DAL,josh-green,josh-green,Arizona,2020,77,200,11/16/2000,78,210
19,BRK,saddiq-bey,saddiq-bey,Villanova,2020,79,215,4/9/1999,80,216
20,MIA,precious-achiuwa,precious-achiuwa,Memphis,2020,80,225,9/19/1999,81,225
21,PHI,tyrese-maxey,tyrese-maxey,Kentucky,2020,74,200,11/4/2000,75,198
22,DEN,zeke-nnaji,zeke-nnaji,Arizona,2020,81,240,1/9/2001,83,240
23,NYK,leandro-bolmaro,leandro-bolmaro,,2020,78,200,9/11/2000,,
24,MIL,r.j.-hampton,r.j.-hampton,,2020,76,175,2/7/2001,,
25,OKC,immanuel-quickley,immanuel-quickley,Kentucky,2020,75,190,6/17/1999,75,188
26,BOS,payton-pritchard,payton-pritchard,Oregon,2020,73,195,1/28/1998,74,190
27,UTA,udoka-azubuike,udoka-azubuike,Kansas,2020,80,280,9/17/1999,84,270
28,LAL,jaden-mcdaniels,jaden-mcdaniels,Washington,2020,81,185,9/29/2000,81,200
29,TOR,malachi-flynn,malachi-flynn,San Diego State,2020,73,175,5/10/1998,73,185
30,BOS,desmond-bane,desmond-bane,TCU,2020,77,215,6/25/1998,78,215
31,DAL,tyrell-terry,tyrell-terry,Stanford,2020,74,160,9/28/2000,73,160
32,CHO,vernon-carey-jr.,vernon-carey-jr.,Duke,2020,81,270,2/25/2001,82,270
33,MIN,daniel-oturu,daniel-oturu,Minnesota,2020,80,240,9/20/1999,82,240
34,PHI,théo-maledon,theo-maledon,,2020,76,175,6/12/2001,,
35,SAC,xavier-tillman-sr.,xavier-tillman-sr.,Michigan State,2020,80,245,1/12/1999,80,245
36,PHI,tyler-bey,tyler-bey,Colorado,2020,79,215,2/10/1998,79,218
37,WAS,vit-krejci,vit-krejci,,2020,80,195,6/19/2000,,
38,UTA,saben-lee,saben-lee,Vanderbilt,2020,74,183,6/23/1999,74,183
39,NOP,elijah-hughes,elijah-hughes,Syracuse,2020,78,215,3/10/1998,78,215
40,MEM,robert-woodard,robert-woodard,Mississippi State,2020,78,235,9/22/1999,79,230
41,SAS,tre-jones,tre-jones,Duke,2020,73,185,1/8/2000,75,185
42,NOP,nick-richards,nick-richards,Kentucky,2020,84,245,11/29/1997,83,247
43,SAC,jahmi'us-ramsey,jahmi'us-ramsey,Texas Tech,2020,75,190,6/9/2001,76,195
44,CHI,marko-simonovic,marko-simonovic,,2020,83,216,10/15/1999,,
45,MIL,jordan-nwora,jordan-nwora,Louisville,2020,80,225,9/9/1998,79,225
46,POR,cj-elleby,cj-elleby,Washington State,2020,78,200,6/16/2000,78,200
47,BOS,yam-madar,yam-madar,,2020,75,190,12/21/2000,,
48,GSW,nico-mannion,nico-mannion,Arizona,2020,74,190,3/14/2001,75,190
49,PHI,isaiah-joe,isaiah-joe,Arkansas,2020,76,165,7/2/1999,77,180
50,ATL,skylar-mays,skylar-mays,LSU,2020,76,205,9/5/1997,76,205
51,GSW,justinian-jessup,justinian-jessup,Boise State,2020,79,202,5/23/1998,79,202
52,SAC,kenyon-martin-jr.,kenyon-martin-jr.,,2020,78,215,1/6/2001,,
53,OKC,cassius-winston,cassius-winston,Michigan State,2020,73,185,2/28/1998,73,185
54,IND,cassius-stanley,cassius-stanley,Duke,2020,77,190,8/18/1999,78,193
55,BRK,jay-scrubb,jay-scrubb,John A. Logan College,2020,77,220,9/1/2000,,
56,CHO,grant-riller,grant-riller,College of Charleston,2020,74,190,2/8/1997,75,190
57,LAC,reggie-perry,reggie-perry,Mississippi State,2020,80,250,3/21/2000,82,250
58,PHI,paul-reed,paul-reed,DePaul,2020,81,210,6/14/1999,81,220
59,TOR,jalen-harris,jalen-harris,Nevada,2020,77,195,8/14/1998,77,195
60,NOP,sam-merrill,sam-merrill,Utah State University,2020,76,205,5/15/1996,77,205
